date,pm2_5,pm10,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,temperature_mean,temperature_max,temperature_min,humidity_mean,precipitation_sum,pressure_mean,wind_speed_mean,wind_speed_max,AQI
2022-12-26,76.85000000000001,113.70416666666667,993.2916666666666,51.8125,54.145833333333336,75.375,19.7,25.5,14.5,43,0.0,1017.4,9.8,13.5,165.0
2022-12-27,67.91666666666667,101.10833333333333,763.4166666666666,31.2,45.15,88.0,20.4,25.9,15.6,39,0.0,1018.8,12.3,17.9,165.0
2022-12-28,92.5,143.21666666666667,1454.7083333333333,56.70416666666667,72.75,106.70833333333333,20.1,24.1,15.2,61,0.0,1018.2,10.3,14.8,200.0
2022-12-29,44.18333333333334,74.40833333333333,810.5,32.50833333333333,35.199999999999996,98.79166666666667,23.3,26.5,21.2,72,0.0,1017.5,20.8,27.4,176.0
2022-12-30,34.4,61.479166666666664,516.5833333333334,24.183333333333334,35.75,74.875,20.5,25.2,15.5,45,0.0,1020.5,12.8,24.5,122.0
2022-12-31,48.19166666666666,76.20416666666667,659.3333333333334,26.8875,39.75833333333333,99.45833333333333,19.1,24.2,14.4,48,0.0,1021.7,12.2,20.5,130.0
2023-01-01,38.4625,69.53750000000001,782.7083333333334,36.375,33.40833333333333,84.91666666666667,19.8,25.1,14.6,65,0.0,1019.2,9.7,16.4,136.0
2023-01-02,59.99166666666667,98.88333333333333,905.7083333333334,47.270833333333336,49.38333333333333,71.70833333333333,19.7,25.6,14.5,52,0.0,1018.8,11.6,15.0,152.0
2023-01-03,51.512499999999996,77.68333333333334,542.7083333333334,25.3,27.175,80.125,19.7,25.4,14.7,36,0.0,1021.2,16.5,19.5,158.0
2023-01-04,40.72083333333333,60.7875,466.625,18.037499999999998,25.858333333333334,94.54166666666667,18.8,24.1,14.5,33,0.0,1021.8,20.3,26.3,140.0
2023-01-05,43.60833333333333,63.775,487.625,14.445833333333333,28.491666666666664,103.04166666666667,17.5,22.8,12.8,32,0.0,1021.9,20.0,29.3,124.0
2023-01-06,46.22083333333333,67.63333333333334,515.0833333333334,14.491666666666667,31.429166666666664,108.25,18.4,24.3,13.7,28,0.0,1021.4,21.1,25.5,126.0
2023-01-07,50.18333333333334,73.10416666666667,682.1666666666666,24.120833333333334,39.637499999999996,101.625,19.9,26.0,15.1,29,0.0,1020.2,18.2,22.1,138.0
2023-01-08,87.09583333333335,125.82916666666667,1645.7916666666667,71.02083333333333,82.84166666666667,104.625,19.2,24.6,14.2,39,0.0,1018.8,12.4,17.2,171.0
2023-01-09,87.19583333333333,128.42083333333332,1781.0833333333333,81.35416666666667,80.425,93.375,19.3,23.9,14.1,70,0.0,1019.6,9.0,14.8,190.0
2023-01-10,110.39166666666667,162.80416666666667,2022.9583333333333,88.11666666666667,84.12916666666666,79.41666666666667,19.8,23.7,15.8,73,0.0,1019.1,10.3,15.3,190.0
